postal_code,post_office,post_office_bn,upazila,upazila_bn,district,district_bn,division,division_bn
1420,Fatullah,ফতুল্লাহ,Fatullah,ফতুল্লাহ,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1400,Narayanganj Sadar,নারায়ণগঞ্জ সদর,Narayanganj Sadar,নারায়ণগঞ্জ সদর,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1462,Bhulta,ভুল্টা,Rupganj,রূপগঞ্জ,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1461,Kanchan,কাঞ্চন,Rupganj,রূপগঞ্জ,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1464,Murapara,মুরাপাড়া,Rupganj,রূপগঞ্জ,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1463,Nagri,বিদেশী,Rupganj,রূপগঞ্জ,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1460,Rupganj,রূপগঞ্জ,Rupganj,রূপগঞ্জ,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1431,Adamjeenagar,আদমজীনগর,Siddirganj,সিদ্ধিরগঞ্জ,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1432,LN Mills,এলএন মিলস,Siddirganj,সিদ্ধিরগঞ্জ,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1430,Siddirganj,সিদ্ধিরগঞ্জ,Siddirganj,সিদ্ধিরগঞ্জ,Narayanganj,নারায়ণগঞ্জ,Dhaka,ঢাকা
1640,Belabo,বেলাবো,Belabo,বেলাবো,Narsingdi,Narsingdi,Dhaka,ঢাকা
1651,Hatirdia,আমি দুঃখিত,Monohordi,মনোকর্ডস,Narsingdi,Narsingdi,Dhaka,ঢাকা
1652,Katabaria,কাটাবাড়িয়া,Monohordi,মনোকর্ডস,Narsingdi,Narsingdi,Dhaka,ঢাকা
1650,Monohordi,মনোকর্ডস,Monohordi,মনোকর্ডস,Narsingdi,Narsingdi,Dhaka,ঢাকা
1605,Karimpur,করিমপুর,Narshingdi Sadar,নরসিংদী সদর,Narsingdi,Narsingdi,Dhaka,ঢাকা
1604,Madhabdi,মাধবী,Narshingdi Sadar,নরসিংদী সদর,Narsingdi,Narsingdi,Dhaka,ঢাকা
1602,Narshingdi College,নরসিংদী কলেজ,Narshingdi Sadar,নরসিংদী সদর,Narsingdi,Narsingdi,Dhaka,ঢাকা
1600,Narshingdi Sadar,নরসিংদী সদর,Narshingdi Sadar,নরসিংদী সদর,Narsingdi,Narsingdi,Dhaka,ঢাকা
1603,Panchdona,পাঁচদোনা,Narshingdi Sadar,নরসিংদী সদর,Narsingdi,Narsingdi,Dhaka,ঢাকা
1601,UMC Jute Mills,UMC জুট মিলস,Narshingdi Sadar,নরসিংদী সদর,Narsingdi,Narsingdi,Dhaka,ঢাকা
1612,Char Sindhur,Char Sindhur,Palash,পলাশ,Narsingdi,Narsingdi,Dhaka,ঢাকা
1613,Ghorashal,ঘোড়াশাল,Palash,পলাশ,Narsingdi,Narsingdi,Dhaka,ঢাকা
1611,Ghorashal Urea Facto,ঘোড়াশাল ইউরিয়া ফ্যাক্টো,Palash,পলাশ,Narsingdi,Narsingdi,Dhaka,ঢাকা
1610,Palash,পলাশ,Palash,পলাশ,Narsingdi,Narsingdi,Dhaka,ঢাকা
1631,Bazar Hasnabad,বাজার হাসনাবাদ,Raypura,রায়পুর,Narsingdi,Narsingdi,Dhaka,ঢাকা
1632,Radhaganj bazar,রাধাগঞ্জ বাজার,Raypura,রায়পুর,Narsingdi,Narsingdi,Dhaka,ঢাকা
1630,Raypura,রায়পুর,Raypura,রায়পুর,Narsingdi,Narsingdi,Dhaka,ঢাকা
1620,Shibpur,শিবপুর,Shibpur,শিবপুর,Narsingdi,Narsingdi,Dhaka,ঢাকা
7730,Baliakandi,বালিয়াকান্দি,Baliakandi,বালিয়াকান্দি,Rajbari,রাজবাড়ী,Dhaka,ঢাকা
7731,Nalia,আমি কাঁদছি,Baliakandi,বালিয়াকান্দি,Rajbari,রাজবাড়ী,Dhaka,ঢাকা
7723,Mrigibazar,মৃগিবাজার,Pangsha,পাংশা,Rajbari,রাজবাড়ী,Dhaka,ঢাকা
7720,Pangsha,পাংশা,Pangsha,পাংশা,Rajbari,রাজবাড়ী,Dhaka,ঢাকা
7721,Ramkol,রামকোল,Pangsha,পাংশা,Rajbari,রাজবাড়ী,Dhaka,ঢাকা
7722,Ratandia,রতনদিয়া,Pangsha,পাংশা,Rajbari,রাজবাড়ী,Dhaka,ঢাকা
7710,Goalanda,গোয়ালন্দ,Rajbari Sadar,Rajbari Sadar,Rajbari,রাজবাড়ী,Dhaka,ঢাকা
7711,Khankhanapur,খানখানাপুর,Rajbari Sadar,Rajbari Sadar,Rajbari,রাজবাড়ী,Dhaka,ঢাকা
7700,Rajbari Sadar,Rajbari Sadar,Rajbari Sadar,Rajbari Sadar,Rajbari,রাজবাড়ী,Dhaka,ঢাকা
8030,Bhedorganj,ভেদরগঞ্জ,Bhedorganj,ভেদরগঞ্জ,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8040,Damudhya,ডামুধ্যা,Damudhya,ডামুধ্যা,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8050,Gosairhat,গোসাইরহাট,Gosairhat,গোসাইরহাট,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8010,Jajira,জাজিরা,Jajira,জাজিরা,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8021,Bhozeshwar,ভোজেশ্বর,Naria,নড়িয়া,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8022,Gharisar,ঘরিসার,Naria,নড়িয়া,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8024,Kartikpur,কার্তিকপুর,Naria,নড়িয়া,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8020,Naria,নড়িয়া,Naria,নড়িয়া,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8023,Upshi,তিনি কে?,Naria,নড়িয়া,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8001,Angaria,আঙ্গারিয়া,Shariatpur Sadar,Shariatpur Sadar,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8002,Chikandi,চিকান্দি,Shariatpur Sadar,Shariatpur Sadar,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
8000,Shariatpur Sadar,Shariatpur Sadar,Shariatpur Sadar,Shariatpur Sadar,Shariatpur,শরীয়তপুর,Dhaka,ঢাকা
1920,Basail,বাসাইল,Basail,বাসাইল,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1960,Bhuapur,ভুয়াপুর,Bhuapur,ভুয়াপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1910,Delduar,দেলদুয়ার,Delduar,দেলদুয়ার,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1913,Elasin,আমি থাকতাম,Delduar,দেলদুয়ার,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1914,Hinga Nagar,হাজেরা,Delduar,দেলদুয়ার,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1911,Jangalia,জাঙ্গালিয়া,Delduar,দেলদুয়ার,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1915,Lowhati,লোহাটি,Delduar,দেলদুয়ার,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1912,Patharail,পাথরাইল,Delduar,দেলদুয়ার,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1982,D. Pakutia,D. পুটিয়া,Ghatail,ঘাটাইল,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1983,Dhalapara,ধলাপাড়া,Ghatail,ঘাটাইল,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1980,Ghatial,ঘাটিয়াল,Ghatail,ঘাটাইল,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1984,Lohani,শেচেহান,Ghatail,ঘাটাইল,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1981,Zahidganj,জাহিদগঞ্জ,Ghatail,ঘাটাইল,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1990,Gopalpur,গোপালপুর,Gopalpur,গোপালপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1992,Hemnagar,হেমনগর,Gopalpur,গোপালপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1991,Jhowail,ঝোয়াইল,Gopalpur,গোপালপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1973,Ballabazar,বল্লাবাজার,Kalihati,কালিহাতী,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1974,Elinga,মনে রাখবেন,Kalihati,কালিহাতী,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1970,Kalihati,কালিহাতী,Kalihati,কালিহাতী,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1977,Nagarbari,নগরবাড়ী,Kalihati,কালিহাতী,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1976,Nagarbari SO,এটা snarky হয়েছে তাই,Kalihati,কালিহাতী,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1972,Nagbari,তারা,Kalihati,কালিহাতী,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1975,Palisha,পলিশা,Kalihati,কালিহাতী,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1971,Rajafair,রাজাফায়ার,Kalihati,কালিহাতী,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1930,Kashkawlia,কাশকাওলিয়া,Kashkaolia,কাশকাওলিয়া,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1997,Dhobari,ধোবাড়ী,Madhupur,মধুপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1996,Madhupur,মধুপুর,Madhupur,মধুপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1941,Gorai,Gorai,Mirzapur,মির্জাপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1944,Jarmuki,হিরো,Mirzapur,মির্জাপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1942,M.C. College,এম.সি. কলেজ,Mirzapur,মির্জাপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1940,Mirzapur,মির্জাপুর,Mirzapur,মির্জাপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1945,Mohera,মোহেরা,Mirzapur,মির্জাপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1943,Warri paikpara,ওয়ারী পাইকপাড়া,Mirzapur,মির্জাপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1937,Dhuburia,ব্যাকবোন,Nagarpur,নাগরপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1936,Nagarpur,নাগরপুর,Nagarpur,নাগরপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1938,Salimabad,সলিমাবাদ,Nagarpur,নাগরপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1951,Kochua,কাকো,Sakhipur,সখীপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1950,Sakhipur,সখীপুর,Sakhipur,সখীপুর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1901,Kagmari,কাগমারী,Tangail Sadar,টাঙ্গাইল সদর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1903,Korotia,করোটিয়া,Tangail Sadar,টাঙ্গাইল সদর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1904,Purabari,পুরবাড়ী,Tangail Sadar,টাঙ্গাইল সদর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1902,Santosh,সন্তোষ,Tangail Sadar,টাঙ্গাইল সদর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
1900,Tangail Sadar,টাঙ্গাইল সদর,Tangail Sadar,টাঙ্গাইল সদর,Tangail,টাঙ্গাইল,Dhaka,ঢাকা
4650,Alikadam,আলীকদম,Alikadam,আলীকদম,Bandarban,বান্দরবান,Chattogram,চট্টগ্রাম
4600,Bandarban Sadar,বান্দরবান সদর,Bandarban Sadar,বান্দরবান সদর,Bandarban,বান্দরবান,Chattogram,চট্টগ্রাম
4660,Naikhong,নাইখং,Naikhong,নাইখং,Bandarban,বান্দরবান,Chattogram,চট্টগ্রাম
4610,Roanchhari,রোয়ানছড়ি,Roanchhari,রোয়ানছড়ি,Bandarban,বান্দরবান,Chattogram,চট্টগ্রাম
4620,Ruma,রুমা,Ruma,রুমা,Bandarban,বান্দরবান,Chattogram,চট্টগ্রাম
4641,Lama,লামা,Thanchi,থানচি,Bandarban,বান্দরবান,Chattogram,চট্টগ্রাম
4630,Thanchi,থানচি,Thanchi,থানচি,Bandarban,বান্দরবান,Chattogram,চট্টগ্রাম
3450,Akhaura,আখাউড়া,Akhaura,আখাউড়া,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3451,Azampur,আজমপুর,Akhaura,আখাউড়া,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3452,Gangasagar,গঙ্গাসাগর,Akhaura,আখাউড়া,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3420,Banchharampur,বাঞ্ছারামপুর,Banchharampur,বাঞ্ছারামপুর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3402,Ashuganj,আশুগঞ্জ,Brahamanbaria Sadar,ব্রাহ্মণবাড়িয়া সদর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3403,Ashuganj Share,আশুগঞ্জ শেয়ার,Brahamanbaria Sadar,ব্রাহ্মণবাড়িয়া সদর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3400,Brahamanbaria Sadar,ব্রাহ্মণবাড়িয়া সদর,Brahamanbaria Sadar,ব্রাহ্মণবাড়িয়া সদর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3404,Poun,পউন,Brahamanbaria Sadar,ব্রাহ্মণবাড়িয়া সদর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3401,Talshahar,তালশহর,Brahamanbaria Sadar,ব্রাহ্মণবাড়িয়া সদর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3462,Chandidar,চান্দিদার,Kasba,কসবা,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3463,Chargachh,চরগাছ,Kasba,কসবা,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3464,Gopinathpur,গোপীনাথপুর,Kasba,কসবা,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3460,Kasba,কসবা,Kasba,কসবা,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3461,Kuti,কুটি,Kasba,কসবা,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3419,Jibanganj,জীবনগঞ্জ,Nabinagar,নবীনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3417,Kaitala,কাইতলা,Nabinagar,নবীনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3411,Laubfatehpur,লাউবফতেহপুর,Nabinagar,নবীনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3410,Nabinagar,নবীনগর,Nabinagar,নবীনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3412,Rasullabad,রসুলাবাদ,Nabinagar,নবীনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3414,Ratanpur,রতনপুর,Nabinagar,নবীনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3418,Salimganj,সালিমগঞ্জ,Nabinagar,নবীনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3415,Shahapur,শাহাপুর,Nabinagar,নবীনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3413,Shamgram,শামগ্রাম,Nabinagar,নবীনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3441,Fandauk,ফান্দাউক,Nasirnagar,নাসিরনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3440,Nasirnagar,নাসিরনগর,Nasirnagar,নাসিরনগর,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3432,Chandura,চান্দুরা,Sarail,সরাইল,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3430,Sarial,সারিয়াল,Sarail,সরাইল,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3431,Shahbajpur,শাহবাজপুর,Sarail,সরাইল,Brahmanbaria,ব্রাহ্মণবাড়িয়া,Chattogram,চট্টগ্রাম
3602,Baburhat,বাবুরহাট,Chandpur Sadar,চাঁদপুর সদর,Chandpur,চাঁদপুর,Chattogram,চট্টগ্রাম
3600,Chandpur Sadar,চাঁদপুর সদর,Chandpur Sadar,চাঁদপুর সদর,Chandpur,চাঁদপুর,Chattogram,চট্টগ্রাম
